normalized_artists,normalized_title,source_position,video_id,video_url,original_artists,original_title,album,duration_seconds,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,tempo,time_sig,key_of,mode,open_key,danceability,acousticness,match_score,match_status
Dawn of Demise,Juggernaut,1961,Ab9fN1XEFDE,https://music.youtube.com/watch?v=Ab9fN1XEFDE,Dawn of Demise,Juggernaut,Dawn of Demise,187,MjmJBQ,Juggernaut,Dawn of Demise,https://getsongbpm.com/song/juggernaut/MjmJBQ,155,4/4,G♯,major,9d,59,1,0.9394,matched
Infant Annihilator,Feast Ov Goreglutton,1975,M7S_5qUHd28,https://music.youtube.com/watch?v=M7S_5qUHd28,Infant Annihilator,Feast Ov Goreglutton,The Battle of Yaldabaoth,143,08w10X,Feast Ov Goreglutton,Infant Annihilator,https://getsongbpm.com/song/feast-ov-goreglutton/08w10X,175,4/4,C♯,major,8d,43,1,1.0000,matched
Infant Annihilator,The Kingdom Sitteth Lonely Beneath Thine Hollowed Heavens (feat. Trevor Strnad),1976,gfL2mV94F-0,https://music.youtube.com/watch?v=gfL2mV94F-0,Infant Annihilator,The Kingdom Sitteth Lonely Beneath Thine Hollowed Heavens (feat. Trevor Strnad),The Battle of Yaldabaoth,427,83GkMo,The Kingdom Sitteth Lonely Beneath Thine Hollowed Heavens,Infant Annihilator,https://getsongbpm.com/song/the-kingdom-sitteth-lonely-beneath-thine-hollowed-heavens/83GkMo,99,4/4,F♯,major,7d,29,1,1.0000,matched
Acrania,Servants of Hypocrisy,1981,uygFRMVQroI,https://music.youtube.com/watch?v=uygFRMVQroI,Acrania,Servants of Hypocrisy,Totalitarian Dystopia,223,GvGKoJ,Servants of Hypocrisy,Acrania,https://getsongbpm.com/song/servants-of-hypocrisy/GvGKoJ,145,4/4,G♯,major,9d,44,1,1.0000,matched
Mudvayne,(Per)Version of a Truth,1983,4Wp71PHqcPo,https://music.youtube.com/watch?v=4Wp71PHqcPo,Mudvayne,(Per)Version of a Truth,The End Of All Things To Come,280,Exzmk,(Per)Version of a Truth,Mudvayne,https://getsongbpm.com/song/per-version-of-a-truth/Exzmk,114,5/4,Fm,minor,9m,34,1,1.0000,matched
Mudvayne,Trapped In the Wake of a Dream,1984,fB8nGDkYdR4,https://music.youtube.com/watch?v=fB8nGDkYdR4,Mudvayne,Trapped In the Wake of a Dream,The End Of All Things To Come,282,B6wjJ,Trapped in the Wake of a Dream,Mudvayne,https://getsongbpm.com/song/trapped-in-the-wake-of-a-dream/B6wjJ,182,4/4,C♯,major,8d,63,1,1.0000,matched
Napalm Death,Short-Lived,1992,5iMowRINf-E,https://music.youtube.com/watch?v=5iMowRINf-E,Napalm Death,Short-Lived,Smear Campaign,187,73Y5BA,Short-Lived,Napalm Death,https://getsongbpm.com/song/short-lived/73Y5BA,118,4/4,A,major,4d,21,1,1.0000,matched
Alexandr Misko,Careless Whisper,2004,SocOo_N40PA,https://music.youtube.com/watch?v=SocOo_N40PA,Alexandr Misko,Careless Whisper,Beyond the Box,250,XQy30o,Careless Whisper,Alexandr Misko,https://getsongbpm.com/song/careless-whisper/XQy30o,77,4/4,Em,minor,2m,61,57,1.0000,matched
Devin Townsend Project,Stormbending,2010,FjDm4U2RmDQ,https://music.youtube.com/watch?v=FjDm4U2RmDQ,Devin Townsend Project,Stormbending,Transcendence (Deluxe Edition),323,mqp33R,Stormbending,Devin Townsend Project,https://getsongbpm.com/song/stormbending/mqp33R,113,4/4,G,major,2d,42,1,0.9904,matched
Estas Tonne,Internal Flight,2011,uI2mUctUIuQ,https://music.youtube.com/watch?v=uI2mUctUIuQ,Estas Tonne,Internal Flight,Internal Flight,3877,LnpJ8g,Internal Flight - Remastered,Estas Tonne,https://getsongbpm.com/song/internal-flight-remastered/LnpJ8g,,,m,minor,,,,0.9304,matched
Devin Townsend Project,Failure,2029,8nHBXtvAJVQ,https://music.youtube.com/watch?v=8nHBXtvAJVQ,Devin Townsend Project,Failure,Transcendence (Deluxe Edition),363,nRq335,Failure,Devin Townsend Project,https://getsongbpm.com/song/failure/nRq335,128,3/4,Gm,minor,11m,58,1,0.9904,matched
Brushy One String,Chicken In The Corn,2048,EqZ1fi-M6RM,https://music.youtube.com/watch?v=EqZ1fi-M6RM,Brushy One String,Chicken In The Corn,The King of One String (Acoustic),172,2vmZPP,Chicken in the Corn (RiseUp original version),Brushy One String,https://getsongbpm.com/song/chicken-in-the-corn-riseup-original-version/2vmZPP,128,4/4,F,major,12d,80,85,0.9304,matched
Korn,Here to Stay,2058,BaFJpIFKjmE,https://music.youtube.com/watch?v=BaFJpIFKjmE,Korn,Here to Stay,Untouchables,271,ngm0E,Here to Stay,Korn,https://getsongbpm.com/song/here-to-stay/ngm0E,100,4/4,D,major,3d,57,1,1.0000,matched
Korn,Did My Time,2059,VkNt-7xdquQ,https://music.youtube.com/watch?v=VkNt-7xdquQ,Korn,Did My Time,Take A Look In The Mirror,245,L76zgw,Did My Time,Korn,https://getsongbpm.com/song/did-my-time/L76zgw,92,4/4,C♯,major,8d,55,1,1.0000,matched
Godsmack,Sick Of Life,2085,-Ljv-XVwqTA,https://music.youtube.com/watch?v=-Ljv-XVwqTA,Godsmack,Sick Of Life,Awake,233,7pJA,Sick of Life,Godsmack,https://getsongbpm.com/song/sick-of-life/7pJA,91,4/4,Em,minor,2m,54,1,1.0000,matched
System Of A Down,Dreaming,2086,wVO7zmHfedw,https://music.youtube.com/watch?v=wVO7zmHfedw,System Of A Down,Dreaming,Hypnotize,240,PjxAXl,Dreaming,System of a Down,https://getsongbpm.com/song/dreaming/PjxAXl,181,4/4,Fm,minor,9m,19,1,1.0000,matched
Devin Townsend Project,Higher,2105,oVaseuH2aUA,https://music.youtube.com/watch?v=oVaseuH2aUA,Devin Townsend Project,Higher,Transcendence (Deluxe Edition),581,pZv33Q,Higher,Devin Townsend Project,https://getsongbpm.com/song/higher/pZv33Q,137,4/4,C,major,1d,25,1,0.9904,matched
Cannibal Corpse,A Cauldron Of Hate,2126,UYDkzsF5jVY,https://music.youtube.com/watch?v=UYDkzsF5jVY,Cannibal Corpse,A Cauldron Of Hate,Evisceration Plague,300,Rg6Lrq,A Cauldron of Hate,Cannibal Corpse,https://getsongbpm.com/song/a-cauldron-of-hate/Rg6Lrq,92,4/4,F♯,major,7d,52,1,1.0000,matched
Royal Blood,Out of the Black,2127,Ob5qbhPBUEQ,https://music.youtube.com/watch?v=Ob5qbhPBUEQ,Royal Blood,Out of the Black,Royal Blood,241,91PLVZ,Out of the Black,Royal Blood,https://getsongbpm.com/song/out-of-the-black/91PLVZ,158,4/4,D,major,3d,52,1,1.0000,matched
neil young,love to burn,2132,TjhstCOoauc,https://music.youtube.com/watch?v=TjhstCOoauc,ntnvigo309,neil young - love to burn,,1307,Npp2L,Love to Burn,Neil Young,https://getsongbpm.com/song/love-to-burn/Npp2L,113,4/4,D,major,3d,54,1,1.0000,matched
Soen,Lucidity,2135,M9uf3W2764A,https://music.youtube.com/watch?v=M9uf3W2764A,Soen,Lucidity,Lykaia,395,XQWAq8,Lucidity,Soen,https://getsongbpm.com/song/lucidity/XQWAq8,136,3/4,Am,minor,1m,28,9,1.0000,matched
Leprous,Below,2136,zJrG0B3Pdm8,https://music.youtube.com/watch?v=zJrG0B3Pdm8,Leprous,Below,Pitfalls,353,36k9Nn,Below,Leprous,https://getsongbpm.com/song/below/36k9Nn,99,4/4,Gm,minor,11m,31,7,1.0000,matched
Porcupine Tree,Russia On Ice,2137,wwTbL1ZD_yk,https://music.youtube.com/watch?v=wwTbL1ZD_yk,Porcupine Tree,Russia On Ice,Lightbulb Sun,786,36BKNn,Russia On Ice,Porcupine Tree,https://getsongbpm.com/song/russia-on-ice/36BKNn,168,4/4,Em,minor,2m,33,12,1.0000,matched
Devin Townsend,Spirits Will Collide,2143,kNPhi1gfMgw,https://music.youtube.com/watch?v=kNPhi1gfMgw,Devin Townsend,Spirits Will Collide,Empath,280,VvXMA9,Spirits Will Collide,Devin Townsend,https://getsongbpm.com/song/spirits-will-collide/VvXMA9,168,4/4,D♯,major,10d,36,1,1.0000,matched
Modern Talking,Brother Louie,2145,b5EZp76Oxhw,https://music.youtube.com/watch?v=b5EZp76Oxhw,Modern Talking,Brother Louie,Ready For Romance,223,x86QJ,Brother Louie,Modern Talking,https://getsongbpm.com/song/brother-louie/x86QJ,108,4/4,Cm,minor,10m,78,32,0.9904,matched
Modern Talking,Atlantis Is Calling (S.O.S. for Love),2146,iw9jkZyNrvY,https://music.youtube.com/watch?v=iw9jkZyNrvY,Modern Talking,Atlantis Is Calling (S.O.S. for Love),Ready For Romance,230,D6qBB,Atlantis Is Calling (S.O.S. for Love),Modern Talking,https://getsongbpm.com/song/atlantis-is-calling-spointopointspoint-for-love/D6qBB,113,4/4,A♯m,minor,8m,71,26,0.9904,matched
The Police,Every Breath You Take,2147,-SaUrDhp034,https://music.youtube.com/watch?v=-SaUrDhp034,The Police,Every Breath You Take,Synchronicity (Remastered 2003),254,6RA7,Every Breath You Take,The Police,https://getsongbpm.com/song/every-breath-you-take/6RA7,117,4/4,G♯,major,9d,82,57,0.9904,matched
Men At Work,Down Under,2148,hfmxO-HQ5rU,https://music.youtube.com/watch?v=hfmxO-HQ5rU,Men At Work,Down Under,Business As Usual,223,Y7Z3W,Down Under,Men at Work,https://getsongbpm.com/song/down-under/Y7Z3W,54,4/4,Bm,minor,3m,75,5,1.0000,matched
Ace of Base,All That She Wants,2149,FpkawF5GWMI,https://music.youtube.com/watch?v=FpkawF5GWMI,Ace of Base,All That She Wants,Happy Nation,212,W67VN4,All That She Wants,Ace of Base,https://getsongbpm.com/song/all-that-she-wants/W67VN4,187,4/4,B,major,6d,71,1,1.0000,matched
Modern Talking,Jet Airliner,2150,kXQBY8T8pIQ,https://music.youtube.com/watch?v=kXQBY8T8pIQ,Modern Talking,Jet Airliner,Romantic Warriors,263,L0ZXg,Jet Airliner,Modern Talking,https://getsongbpm.com/song/jet-airliner/L0ZXg,123,4/4,A,major,4d,64,1,0.9904,matched
Bad Boys Blue,I Wanna Hear Your Heartbeat (Sunday Girl),2151,MSaacmyYQhU,https://music.youtube.com/watch?v=MSaacmyYQhU,Bad Boys Blue,I Wanna Hear Your Heartbeat (Sunday Girl),Heartbeat,244,YLkP9,I Wanna Hear Your Heartbeat (Sunday Girl),Bad Boys Blue,https://getsongbpm.com/song/i-wanna-hear-your-heartbeat-sunday-girl/YLkP9,112,4/4,A♯,major,11d,68,6,1.0000,matched
Bad Boys Blue,You're a Woman,2152,m08O1uD-Ra4,https://music.youtube.com/watch?v=m08O1uD-Ra4,Bad Boys Blue,You're a Woman,"Hot Girls, Bad Boys",322,4xJvZn,You're a Woman,Bad Boys Blue,https://getsongbpm.com/song/you-re-a-woman/4xJvZn,117,4/4,Cm,minor,10m,71,5,1.0000,matched
Devin Townsend Project,Kingdom,2158,9pq3w12McyM,https://music.youtube.com/watch?v=9pq3w12McyM,Devin Townsend Project,Kingdom,Epicloud,330,nrP1Rl,Kingdom,Devin Townsend Project,https://getsongbpm.com/song/kingdom/nrP1Rl,169,4/4,C♯,major,8d,33,1,1.0000,matched
Six Feet Under,Seed Of Filth,2159,NT8g6kdcsmY,https://music.youtube.com/watch?v=NT8g6kdcsmY,Six Feet Under,Seed Of Filth,Death Rituals,298,1w5N5G,Seed of Filth,Six Feet Under,https://getsongbpm.com/song/seed-of-filth/1w5N5G,95,4/4,G,major,2d,43,1,1.0000,matched
Dying Fetus,Conceived into Enslavement,2161,5ZukGrmGexU,https://music.youtube.com/watch?v=5ZukGrmGexU,Dying Fetus,Conceived into Enslavement,Descend into Depravity (Deluxe Version),265,pgRNWr,Conceived Into Enslavement,Dying Fetus,https://getsongbpm.com/song/conceived-into-enslavement/pgRNWr,124,4/4,A,major,4d,32,1,0.9904,matched
Death,Pull the Plug,2162,pbQsHtqDkIY,https://music.youtube.com/watch?v=pbQsHtqDkIY,Death,Pull the Plug,Leprosy,267,Dk46y,Pull the Plug,Death,https://getsongbpm.com/song/pull-the-plug/Dk46y,204,4/4,A,major,4d,23,1,1.0000,matched
Dying Fetus,Atrocious by Nature,2163,-ZiTQNdFQ6E,https://music.youtube.com/watch?v=-ZiTQNdFQ6E,Dying Fetus,Atrocious by Nature,Descend into Depravity (Deluxe Version),233,qjVOER,Atrocious by Nature,Dying Fetus,https://getsongbpm.com/song/atrocious-by-nature/qjVOER,109,4/4,E,major,5d,29,1,0.9904,matched
Dying Fetus,Shepherd's Commandment,2164,CU40wMhxpmQ,https://music.youtube.com/watch?v=CU40wMhxpmQ,Dying Fetus,Shepherd's Commandment,Descend into Depravity (Deluxe Version),269,nZYLWD,Shepherd's Commandment,Dying Fetus,https://getsongbpm.com/song/shepherd-s-commandment/nZYLWD,85,4/4,G♯,major,9d,23,1,0.9904,matched
Cannibal Corpse,Death Walking Terror,2166,7qqcZIHxyRI,https://music.youtube.com/watch?v=7qqcZIHxyRI,Cannibal Corpse,Death Walking Terror,Kill,212,pYR2kp,Death Walking Terror,Cannibal Corpse,https://getsongbpm.com/song/death-walking-terror/pYR2kp,97,4/4,C♯m,minor,5m,38,1,1.0000,matched
Beyond Creation,Omnipresent Perception,2167,UFeOgwFxYnE,https://music.youtube.com/watch?v=UFeOgwFxYnE,Beyond Creation,Omnipresent Perception,The Aura,372,mQ3zO0,Omnipresent Perception,Beyond Creation,https://getsongbpm.com/song/omnipresent-perception/mQ3zO0,204,3/4,C♯m,minor,5m,24,1,1.0000,matched
Death,Lack of Comprehension,2168,_Qpn6ePQsxc,https://music.youtube.com/watch?v=_Qpn6ePQsxc,Death,Lack of Comprehension,Human (Deluxe Version),224,Zznyw,Lack of Comprehension,Death,https://getsongbpm.com/song/lack-of-comprehension/Zznyw,89,4/4,F,major,12d,30,1,0.9904,matched
Dying Fetus,Reveling in the Abyss,2170,exygNjOvdtY,https://music.youtube.com/watch?v=exygNjOvdtY,Dying Fetus,Reveling in the Abyss,Wrong One to Fuck With,390,mq313O,Reveling in the Abyss,Dying Fetus,https://getsongbpm.com/song/reveling-in-the-abyss/mq313O,120,4/4,F♯m,minor,4m,33,1,1.0000,matched
Entombed,Left Hand Path,2171,knQEA9D-Qq0,https://music.youtube.com/watch?v=knQEA9D-Qq0,Entombed,Left Hand Path,Left Hand Path,400,rk51B,Left Hand Path,Entombed,https://getsongbpm.com/song/left-hand-path/rk51B,136,4/4,G,major,2d,17,1,1.0000,matched
Dawn of Demise,Intent to Kill,2172,an3YVWK-jq0,https://music.youtube.com/watch?v=an3YVWK-jq0,Dawn of Demise,Intent to Kill,Hate Takes Its Form,223,pY0PYN,Intent to Kill,Dawn of Demise,https://getsongbpm.com/song/intent-to-kill/pY0PYN,89,4/4,G,major,2d,53,1,1.0000,matched
Dying Fetus,In the Trenches,2173,0n3kHpQv0eM,https://music.youtube.com/watch?v=0n3kHpQv0eM,Dying Fetus,In the Trenches,Reign Supreme (Deluxe Version),225,Oy6KPp,In the Trenches,Dying Fetus,https://getsongbpm.com/song/in-the-trenches/Oy6KPp,103,4/4,F♯m,minor,4m,30,1,0.9904,matched
Cryptopsy,Crown of Horns,2174,3UHKlfywGig,https://music.youtube.com/watch?v=3UHKlfywGig,Cryptopsy,Crown of Horns,None So Vile,238,7y3zO,Crown of Horns,Cryptopsy,https://getsongbpm.com/song/crown-of-horns/7y3zO,108,3/4,B,major,6d,29,1,1.0000,matched
Gruesome,A Waste of Life,2175,FjixGgPmrPQ,https://music.youtube.com/watch?v=FjixGgPmrPQ,Gruesome,A Waste of Life,Twisted Prayers,361,46MmGx,A Waste of Life,Gruesome,https://getsongbpm.com/song/a-waste-of-life/46MmGx,135,4/4,D,major,3d,30,1,1.0000,matched
Dying Fetus,Die with Integrity,2176,53q6LUFjjlk,https://music.youtube.com/watch?v=53q6LUFjjlk,Dying Fetus,Die with Integrity,Wrong One to Fuck With,315,lR3Z35,Die with Integrity,Dying Fetus,https://getsongbpm.com/song/die-with-integrity/lR3Z35,119,4/4,Fm,minor,9m,32,1,1.0000,matched
Obituary,Visions in My Head,2177,IuzFyjBgk6U,https://music.youtube.com/watch?v=IuzFyjBgk6U,Obituary,Visions in My Head,Inked in Blood,255,mOgKp9,Visions in My Head,Obituary,https://getsongbpm.com/song/visions-in-my-head/mOgKp9,130,4/4,F♯m,minor,4m,50,1,1.0000,matched
Dying Fetus,Subjected to a Beating,2178,Z46G70ZbisA,https://music.youtube.com/watch?v=Z46G70ZbisA,Dying Fetus,Subjected to a Beating,Reign Supreme (Deluxe Version),294,KZ9DLR,Subjected to a Beating,Dying Fetus,https://getsongbpm.com/song/subjected-to-a-beating/KZ9DLR,161,4/4,G♯,major,9d,24,1,0.9904,matched
Dying Fetus,Wrong One to Fuck With,2179,gqnnbk7Tu_o,https://music.youtube.com/watch?v=gqnnbk7Tu_o,Dying Fetus,Wrong One to Fuck With,Wrong One to Fuck With,293,vQ3n3m,Wrong One to Fuck With,Dying Fetus,https://getsongbpm.com/song/wrong-one-to-fuck-with/vQ3n3m,121,4/4,C♯,major,8d,32,1,1.0000,matched
Visceral Disgorge,Colostomy Bag Asphyxiation,2180,bdAU-Od4258,https://music.youtube.com/watch?v=bdAU-Od4258,Visceral Disgorge,Colostomy Bag Asphyxiation,Ingesting Putridity,302,oj2o2z,Colostomy Bag Asphyxiation,Visceral Disgorge,https://getsongbpm.com/song/colostomy-bag-asphyxiation/oj2o2z,119,4/4,Bm,minor,3m,63,1,1.0000,matched
Psycroptic,Carriers of the Plague,2181,pqyagau130s,https://music.youtube.com/watch?v=pqyagau130s,Psycroptic,Carriers of the Plague,The Inherited Repression,368,W7Qm7v,Carriers of the Plague,Psycroptic,https://getsongbpm.com/song/carriers-of-the-plague/W7Qm7v,119,3/4,G,major,2d,27,1,1.0000,matched
Death,Flesh and the Power It Holds,2182,wK4VPM-0ssU,https://music.youtube.com/watch?v=wK4VPM-0ssU,Death,Flesh and the Power It Holds,The Sound of Perseverance,507,9QYYY,Flesh and the Power It Holds,Death,https://getsongbpm.com/song/flesh-and-the-power-it-holds/9QYYY,95,4/4,G,major,2d,33,1,1.0000,matched
Death,Without Judgement,2183,_JkK0IlEDB4,https://music.youtube.com/watch?v=_JkK0IlEDB4,Death,Without Judgement,Symbolic,329,ymPVn,Without Judgement,Death,https://getsongbpm.com/song/without-judgement/ymPVn,101,4/4,D,major,3d,34,1,1.0000,matched
Cannibal Corpse,Scourge of Iron,2186,uaFzmZrKKKw,https://music.youtube.com/watch?v=uaFzmZrKKKw,Cannibal Corpse,Scourge of Iron,Torture,285,OyZ7gG,Scourge of Iron,Cannibal Corpse,https://getsongbpm.com/song/scourge-of-iron/OyZ7gG,172,4/4,A♯m,minor,8m,45,1,1.0000,matched
Infant Annihilator,Motherless Miscarriage,2198,HzN8PyZRnlI,https://music.youtube.com/watch?v=HzN8PyZRnlI,Infant Annihilator,Motherless Miscarriage,The Elysian Grandeval Galèriarch,139,lRlWg1,Motherless Miscarriage,Infant Annihilator,https://getsongbpm.com/song/motherless-miscarriage/lRlWg1,184,3/4,C,major,1d,28,1,1.0000,matched
Devin Townsend,Genesis,2200,jKvbChCrLsM,https://music.youtube.com/watch?v=jKvbChCrLsM,Devin Townsend,Genesis,Empath,366,RlQGO0,Genesis,Devin Townsend,https://getsongbpm.com/song/genesis/RlQGO0,128,4/4,A,major,4d,54,1,1.0000,matched
Paganini,Caprice No.24,2217,f6mJ5G5mxvg,https://music.youtube.com/watch?v=f6mJ5G5mxvg,HMFPAC07,Caprice No.24 N.Paganini played by Su Meng,,419,An6zyz,Caprice No.24 in A minor,Niccolò Paganini,https://getsongbpm.com/song/caprice-nopoint24-in-a-minor/An6zyz,141,4/4,Am,minor,1m,44,99,0.8800,matched
Inferi,Behold the Bearer of Light (feat. Trevor Strnad),2226,DgLeSK6bI8A,https://music.youtube.com/watch?v=DgLeSK6bI8A,Inferi,Behold the Bearer of Light (feat. Trevor Strnad),Behold the Bearer of Light,392,r2LNKw,Behold the Bearer of Light,Inferi,https://getsongbpm.com/song/behold-the-bearer-of-light/r2LNKw,95,3/4,A♯m,minor,8m,22,1,0.9360,matched
Carpenters,I Won't Last A Day Without You,2229,tZxtqfHNUjQ,https://music.youtube.com/watch?v=tZxtqfHNUjQ,Carpenters,I Won't Last A Day Without You,Singles 1969-1981,270,pmJrN,I Won't Last a Day Without You,Carpenters,https://getsongbpm.com/song/i-won-t-last-a-day-without-you/pmJrN,84,4/4,D,major,3d,48,78,0.9413,matched
Gianna Nannini,Ti voglio tanto bene,2233,8bxabSpAMoI,https://music.youtube.com/watch?v=8bxabSpAMoI,Gianna Nannini,Ti voglio tanto bene,Io E Te,203,76j1BG,Ti voglio tanto bene,Gianna Nannini,https://getsongbpm.com/song/ti-voglio-tanto-bene/76j1BG,171,4/4,Bm,minor,3m,25,11,1.0000,matched
System Of A Down,Chop Suey!,2238,-cid1qHuy_U,https://music.youtube.com/watch?v=-cid1qHuy_U,System Of A Down,Chop Suey!,Chop Suey!,211,OqPvY,Chop Suey!,System of a Down,https://getsongbpm.com/song/chop-sueyexclamation/OqPvY,128,4/4,Gm,minor,11m,42,1,0.9388,matched
All Angels,Agnus Dei,2241,RGbfmhfv4c8,https://music.youtube.com/watch?v=RGbfmhfv4c8,uzugabuzuga,All Angels- Agnus Dei,,592,L9GlYD,Agnus Dei,All Angels,https://getsongbpm.com/song/agnus-dei/L9GlYD,,,m,minor,,,,1.0000,matched
Andrea Bocelli; Matteo Bocelli,Fall On Me,2247,FEnzRk8nP3o,https://music.youtube.com/watch?v=FEnzRk8nP3o,Andrea Bocelli; Matteo Bocelli,Fall On Me,Fall On Me,259,jYoKkl,Fall On Me,Andrea Bocelli,https://getsongbpm.com/song/fall-on-me/jYoKkl,83,3/4,F♯,major,7d,35,65,1.0000,matched
Staind,Falling,2251,XzSHHqmspx0,https://music.youtube.com/watch?v=XzSHHqmspx0,Staind,Falling,Chapter V,261,7lYyB,Falling,Staind,https://getsongbpm.com/song/falling/7lYyB,168,4/4,C♯,major,8d,46,1,1.0000,matched
Death,Crystal Mountain,2261,dRx2qP8yXuY,https://music.youtube.com/watch?v=dRx2qP8yXuY,Death,Crystal Mountain,Symbolic,308,znpWy,Crystal Mountain,Death,https://getsongbpm.com/song/crystal-mountain/znpWy,172,4/4,G,major,2d,27,1,1.0000,matched
Death,Sacred Serenity,2262,Xf2x7PQ8l1E,https://music.youtube.com/watch?v=Xf2x7PQ8l1E,Death,Sacred Serenity,Symbolic,268,wkpQ8,Sacred Serenity,Death,https://getsongbpm.com/song/sacred-serenity/wkpQ8,139,4/4,D,major,3d,46,1,1.0000,matched
Ozzy Osbourne,See You on the Other Side,2269,IiZ7tpjac-g,https://music.youtube.com/watch?v=IiZ7tpjac-g,Ozzy Osbourne,See You on the Other Side,Ozzmosis (Expanded Edition),371,jRXEl,See You on the Other Side,Ozzy Osbourne,https://getsongbpm.com/song/see-you-on-the-other-side/jRXEl,110,5/4,F♯,major,7d,37,1,0.9904,matched
Last Days Of Humanity,A Divine Proclamation of Finishing the Present Existence,2272,ZW6lnrUpX1o,https://music.youtube.com/watch?v=ZW6lnrUpX1o,Last Days Of Humanity,A Divine Proclamation of Finishing the Present Existence,Putrefaction in Progress,192,31vRBM,A Divine Proclamation of Finishing the Present Existence,Last Days of Humanity,https://getsongbpm.com/song/a-divine-proclamation-of-finishing-the-present-existence/31vRBM,118,4/4,Fm,minor,9m,17,1,1.0000,matched
Ozzy Osbourne,I Just Want You,2276,p95jkEd40x4,https://music.youtube.com/watch?v=p95jkEd40x4,Ozzy Osbourne,I Just Want You,Ozzmosis (Expanded Edition),297,v2nW0,I Just Want You,Ozzy Osbourne,https://getsongbpm.com/song/i-just-want-you/v2nW0,171,4/4,A♯m,minor,8m,26,1,0.9904,matched
Ozzy Osbourne,No More Tears,2278,5foQanhdArA,https://music.youtube.com/watch?v=5foQanhdArA,Ozzy Osbourne,No More Tears,No More Tears (Expanded Edition),444,xvPKr,No More Tears,Ozzy Osbourne,https://getsongbpm.com/song/no-more-tears/xvPKr,102,4/4,F♯,major,7d,35,1,0.9904,matched
Metallica,The Unforgiven,2280,IKhscaE_9Ks,https://music.youtube.com/watch?v=IKhscaE_9Ks,Metallica,The Unforgiven,Metallica,388,lYwRV,The Unforgiven,Metallica,https://getsongbpm.com/song/the-unforgiven/lYwRV,70,4/4,Am,minor,1m,54,2,1.0000,matched
Ozzy Osbourne,Shot in the Dark,2281,Mzyz2egx_0c,https://music.youtube.com/watch?v=Mzyz2egx_0c,Ozzy Osbourne,Shot in the Dark,The Ultimate Sin,257,71WKG,Shot in the Dark,Ozzy Osbourne,https://getsongbpm.com/song/shot-in-the-dark/71WKG,123,3/4,F♯,major,7d,59,1,1.0000,matched
Ozzy Osbourne,Goodbye to Romance,2282,WCA0LyJ9r2g,https://music.youtube.com/watch?v=WCA0LyJ9r2g,Ozzy Osbourne,Goodbye to Romance,Blizzard Of Ozz (40th Anniversary Expanded Edition),336,1wX6m,Goodbye to Romance,Ozzy Osbourne,https://getsongbpm.com/song/goodbye-to-romance/1wX6m,68,4/4,D,major,3d,47,72,0.9904,matched
Dying Fetus,"One Shot, One Kill",2285,J7vT2-dNx_0,https://music.youtube.com/watch?v=J7vT2-dNx_0,Dying Fetus,"One Shot, One Kill",Stop At Nothing,266,ZXV7E,"One Shot, One Kill",Dying Fetus,https://getsongbpm.com/song/one-shot-one-kill/ZXV7E,95,3/4,Fm,minor,9m,29,1,1.0000,matched
Cattle Decapitation,The Prophets of Loss,2286,PVii-tCu3V8,https://music.youtube.com/watch?v=PVii-tCu3V8,Cattle Decapitation,The Prophets of Loss,The Anthropocene Extinction,248,pZgO0N,The Prophets of Loss,Cattle Decapitation,https://getsongbpm.com/song/the-prophets-of-loss/pZgO0N,116,4/4,B,major,6d,29,1,1.0000,matched
Dying Fetus,Fixated on Devastation,2287,UhJ-0a-CM_Y,https://music.youtube.com/watch?v=UhJ-0a-CM_Y,Dying Fetus,Fixated on Devastation,Wrong One to Fuck With,246,jY3X3R,Fixated on Devastation,Dying Fetus,https://getsongbpm.com/song/fixated-on-devastation/jY3X3R,91,4/4,D,major,3d,37,1,1.0000,matched
Behemoth,Blow Your Trumpets Gabriel,2289,Txgv6IaD4kk,https://music.youtube.com/watch?v=Txgv6IaD4kk,Behemoth,Blow Your Trumpets Gabriel,The Satanist,266,ROwYDw,Blow Your Trumpets Gabriel,Behemoth,https://getsongbpm.com/song/blow-your-trumpets-gabriel/ROwYDw,118,4/4,F♯,major,7d,18,1,1.0000,matched
The Doors,"Yes, the River Knows",2294,VFCCvaghUnU,https://music.youtube.com/watch?v=VFCCvaghUnU,The Doors,"Yes, the River Knows",Waiting for the Sun,155,rRWPDK,"Yes, the River Knows",The Doors,https://getsongbpm.com/song/yes-the-river-knows/rRWPDK,75,4/4,F♯m,minor,4m,56,86,1.0000,matched
Modern Talking,"You're My Heart, You're My Soul",2295,VR0_hgiDCk0,https://music.youtube.com/watch?v=VR0_hgiDCk0,Modern Talking,"You're My Heart, You're My Soul",The First Album,333,3ODJx,"You're My Heart, You're My Soul",Modern Talking,https://getsongbpm.com/song/you-re-my-heart-you-re-my-soul/3ODJx,117,4/4,C♯m,minor,5m,85,6,0.9840,matched
Limp Bizkit,Rollin' (Air Raid Vehicle),2303,f6z2dS5KHgc,https://music.youtube.com/watch?v=f6z2dS5KHgc,Limp Bizkit,Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,214,xn26P,Rollin' (Air Raid Vehicle),Limp Bizkit,https://getsongbpm.com/song/rollin-air-raid-vehicle/xn26P,90,4/4,A,major,4d,60,1,1.0000,matched
