source_position,video_id,video_url,normalized_artists,normalized_title,original_artists,original_title,album,duration_seconds,key_of,mode,tempo,time_sig,open_key,match_status,match_score,match_reason,metadata_source,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,danceability,acousticness
2390,Aj8YuHcuTps,https://music.youtube.com/watch?v=Aj8YuHcuTps,Coal Chamber,Amir of the Desert,Coal Chamber,Amir of the Desert,Coal Chamber,46,G#,major,138,3/4,9d,matched,1.0000,,GetSongBPM,yPG4n,Amir of the Desert,Coal Chamber,https://getsongbpm.com/song/amir-of-the-desert/yPG4n,61,46
2391,4Jh_MFRs2NQ,https://music.youtube.com/watch?v=4Jh_MFRs2NQ,John Kalligan,20000 лет (Live),John Kalligan,20000 лет (Live),Живой,258,,,,,,missing,,not_found,,,,,,,
2392,6JQm5aSjX6g,https://music.youtube.com/watch?v=6JQm5aSjX6g,Rudolf Baumgartner,The Best of Bach,Rudolf Baumgartner,The Best of Bach,,6681,,,,,,missing,,manual_reject_broader,,,,,,,
2393,hplsKo2WPz8,https://music.youtube.com/watch?v=hplsKo2WPz8,Oleg Skoblja,Poigray v ljubov,Oleg Skoblja,Poigray v ljubov',Krylatyy lev,331,,,,,,missing,,not_found,,,,,,,
2394,Nr5iNLkdKmo,https://music.youtube.com/watch?v=Nr5iNLkdKmo,Alexandr Misko,Dubstep Guitar 2019,Alexandr Misko,Dubstep Guitar 2019,"Covers and New Versions, Vol. 2",237,,,,,,missing,,not_found,,,,,,,
2400,OCqMDeD6Fmc,https://music.youtube.com/watch?v=OCqMDeD6Fmc,Patrik Pietschmann,Light of the Seven - Game of Thrones (Piano Version),Patrik Pietschmann,Light of the Seven - Game of Thrones (Piano Version),,394,,,,,,missing,,not_found,,,,,,,
2401,7-F8wkjKWg8,https://music.youtube.com/watch?v=7-F8wkjKWg8,Village People,YMCA (Original Version 1978),Village People,YMCA (Original Version 1978),YMCA (Original Version 1978),285,,,,,,missing,,not_found,,,,,,,
2404,bR24yRUl7mM,https://music.youtube.com/watch?v=bR24yRUl7mM,Ghost Shirt,Not In Nottingham | Sofar London,Sofar Sounds,Ghost Shirt - Not In Nottingham | Sofar London,,166,,,,,,missing,,manual_reject_broader,,,,,,,
2405,g9Bii1q-65Y,https://music.youtube.com/watch?v=g9Bii1q-65Y,Logan Kendell,Not in Nottingham,Logan Kendell,Not in Nottingham,Let the Sun In,170,,,,,,missing,,manual_reject_broader,,,,,,,
2406,O9m5e-oPl5I,https://music.youtube.com/watch?v=O9m5e-oPl5I,מוטי שטיינמץ,צאינה וראינה - ישיבה עטרת שלמה | Motty Steinmetz - Tseno Ureno,shiezoli,מוטי שטיינמץ - צאינה וראינה - ישיבה עטרת שלמה | Motty Steinmetz - Tseno Ureno,,386,,,,,,missing,,not_found,,,,,,,
2407,MnxO7LS4gq0,https://music.youtube.com/watch?v=MnxO7LS4gq0,Shira Choir Singing New Rechnitz,Medley at Kumzits Live מקהלת שירה/ רכניץ קומזיץ,Yankie Edelstien,Shira Choir Singing New Rechnitz - Medley at Kumzits Live מקהלת שירה/ רכניץ קומזיץ,,653,,,,,,missing,,not_found,,,,,,,
2408,pa8tJbJkg7g,https://music.youtube.com/watch?v=pa8tJbJkg7g,Машина Времени,Однажды Мир Прогнется под Нас,Машина Времени,Однажды Мир Прогнется под Нас,Отрываясь,195,,,,,,missing,,not_found,,,,,,,
2409,evrm-rTeTNY,https://music.youtube.com/watch?v=evrm-rTeTNY,Jew Boys,Im Hashem Lo Yivneh Bayis,Jew Boys,Im Hashem Lo Yivneh Bayis,Bar Mitzvah Songs,299,,,,,,missing,,not_found,,,,,,,
2410,xOazTYPrt64,https://music.youtube.com/watch?v=xOazTYPrt64,Gotye,Somebody That I Used To Know (feat. Kimbra),Gotye,Somebody That I Used To Know (feat. Kimbra),Making Mirrors,245,D,minor,128,4/4,12m,matched,1.0000,,GetSongBPM,lOKOG5,Somebody That I Used to Know,Gotye,https://getsongbpm.com/song/somebody-that-i-used-to-know/lOKOG5,86,57
2411,HE1C1ZjfcMw,https://music.youtube.com/watch?v=HE1C1ZjfcMw,Валерий Меладзе,Небеса,Валерий Меладзе,Небеса,Небеса,237,,,,,,missing,,not_found,,,,,,,
2412,xkbVRGxsd8E,https://music.youtube.com/watch?v=xkbVRGxsd8E,The Cranberries,When You're Gone,The Cranberries,When You're Gone,To The Faithful Departed,297,D#,major,96,3/4,10d,matched,1.0000,,GetSongBPM,7LAOEw,When You're Gone,The Cranberries,https://getsongbpm.com/song/when-you-re-gone/7LAOEw,44,51
2416,SxB4LkvQOSQ,https://music.youtube.com/watch?v=SxB4LkvQOSQ,Егор Летов,Отряд не заметил потери бойца (2021 Remastered Version),Егор Летов,Отряд не заметил потери бойца (2021 Remastered Version),Концерт в городе-герое Ленинграде (2021 Remastered Version),118,,,,,,missing,,not_found,,,,,,,
2417,xgfa5UlZAL8,https://music.youtube.com/watch?v=xgfa5UlZAL8,Batushka,Litourgiya [Full - HD],OdiumNostrum,Batushka - Litourgiya [Full - HD],,2478,,,,,,missing,,not_found,,,,,,,
2418,Fs8Q_JfRiDo,https://music.youtube.com/watch?v=Fs8Q_JfRiDo,Ани Лорак,Зеркала,Ани Лорак,Зеркала,Разве ты любил,223,,,,,,missing,,not_found,,,,,,,
2419,QsxBckAVRzY,https://music.youtube.com/watch?v=QsxBckAVRzY,Т. Буланова,Не плачь,uubambr,Т. Буланова - Не плачь,,331,,,,,,missing,,not_found,,,,,,,
2422,QYNNOlqXC1s,https://music.youtube.com/watch?v=QYNNOlqXC1s,Григорий Лепс & Ирина Аллегрова,Я тебе не верю,Григорий Лепс & Ирина Аллегрова,Я тебе не верю,Виктор Дробыш - 50 (Юбилейный концерт),240,,,,,,missing,,not_found,,,,,,,
2424,qrtoKtZ_fLo,https://music.youtube.com/watch?v=qrtoKtZ_fLo,Конкурс от John Kalligan и Fender | IV,Панихида,IVEMBR,Конкурс от John Kalligan и Fender | IV - Панихида,,269,,,,,,missing,,not_found,,,,,,,
2425,4FkfyssnHqU,https://music.youtube.com/watch?v=4FkfyssnHqU,Red Hot Chili Peppers,Dani California,Red Hot Chili Peppers,Dani California,Stadium Arcadium,283,,,,,,missing,,manual_reject_broader,,,,,,,
2426,NN75im_us4k,https://music.youtube.com/watch?v=NN75im_us4k,Rick-Grohl-ed,Nirvana vs Rick Astley - Never Gonna Give Your Teen Spirit up,Thriftshop XL,Rick-Grohl-ed - Nirvana vs Rick Astley - Never Gonna Give Your Teen Spirit up,,229,,,,,,missing,,not_found,,,,,,,
2428,0MBIlOaIfmY,https://music.youtube.com/watch?v=0MBIlOaIfmY,The Cranberries,Ode To My Family,The Cranberries,Ode To My Family,No Need to Argue (The Complete Sessions 1994–1995),272,G,major,96,4/4,2d,matched,0.9904,,GetSongBPM,1r9Ejq,Ode to My Family,The Cranberries,https://getsongbpm.com/song/ode-to-my-family/1r9Ejq,38,8
2429,5NxKeLeKm5U,https://music.youtube.com/watch?v=5NxKeLeKm5U,Bitard671,Я титан (музыка без авторских прав),Iryna Levchyk,Bitard671 - Я титан (музыка без авторских прав),,116,,,,,,missing,,not_found,,,,,,,
2431,fPSFmRalrcE,https://music.youtube.com/watch?v=fPSFmRalrcE,Тот самый Моисей Великанов,Я ЗНАМЕНИТОСТЬ (2018 клип),Тот самый Моисей Великанов,Моисей Великанов — Я ЗНАМЕНИТОСТЬ (2018 клип),,99,,,,,,missing,,not_found,,,,,,,
2433,2sbpCbENkjo,https://music.youtube.com/watch?v=2sbpCbENkjo,МВиПД,Универсальный Комментарий (Studio Live),Тот самый Моисей Великанов,МВиПД — Универсальный Комментарий (Studio Live),,65,,,,,,missing,,not_found,,,,,,,
2434,f79iXuSsUtI,https://music.youtube.com/watch?v=f79iXuSsUtI,МВиПД,Какой же я милый,МВиПД,Какой же я милый,Какой же я милый,72,,,,,,missing,,not_found,,,,,,,
2436,6-dNPDoyEbc,https://music.youtube.com/watch?v=6-dNPDoyEbc,Remco Hendriks,Fretless Fornication,Remco Hendriks,Fretless Fornication,Groove-A-Holic,313,,,,,,missing,,not_found,,,,,,,
2437,YjZkgvcZAGc,https://music.youtube.com/watch?v=YjZkgvcZAGc,Alexandr Misko,Russian Christmas Carol,Alexandr Misko,Russian Christmas Carol,"Covers and New Versions, Vol. 1",77,A#,major,160,4/4,11d,matched,1.0000,,GetSongBPM,gpAmX6,Russian Christmas Carol,Alexandr Misko,https://getsongbpm.com/song/russian-christmas-carol/gpAmX6,56,70
2440,kh8PEUoL130,https://music.youtube.com/watch?v=kh8PEUoL130,Beware Of Darkness,All Who Remain,Beware Of Darkness,All Who Remain,Orthodox,225,A,major,108,4/4,4d,matched,1.0000,,GetSongBPM,W7ZxgW,All Who Remain,Beware of Darkness,https://getsongbpm.com/song/all-who-remain/W7ZxgW,63,4
2441,TRT22PS4oKA,https://music.youtube.com/watch?v=TRT22PS4oKA,Beware Of Darkness,Heart Attack,Beware Of Darkness,Heart Attack,Orthodox,215,D,major,94,4/4,3d,matched,1.0000,,GetSongBPM,Xo1yjk,Heart Attack,Beware of Darkness,https://getsongbpm.com/song/heart-attack/Xo1yjk,28,1
2444,9pRpkbJdqVg,https://music.youtube.com/watch?v=9pRpkbJdqVg,Diabarha,Dead Zone,Diabarha,Splittercore: [Cyberpunk Machine] 16. Diabarha - Dead Zone,,467,,minor,700,,,matched,1.0000,,GetSongBPM,2x3zkz,Dead Zone,Diabarha,https://getsongbpm.com/song/dead-zone/2x3zkz,,
2445,S5rCBdfYzPo,https://music.youtube.com/watch?v=S5rCBdfYzPo,Nekrosystem,No Relax Frank,Speedcore Worldwide Audio Netlabel,Nekrosystem - No Relax Frank,,204,,,,,,missing,,not_found,,,,,,,
2447,SQrKCytWbj8,https://music.youtube.com/watch?v=SQrKCytWbj8,Blur,Song 2,Blur,Song 2,Blur,122,G#,major,129,4/4,9d,matched,1.0000,,GetSongBPM,0REG,Song 2,Blur,https://getsongbpm.com/song/song-2/0REG,68,1
2448,SezuFrHm8f0,https://music.youtube.com/watch?v=SezuFrHm8f0,The Cranberries,Dreams,The Cranberries,Dreams,"Everybody Else Is Doing It, So Why Can't We?",272,E,major,129,4/4,5d,matched,1.0000,,GetSongBPM,7L1jQQ,Dreams,The Cranberries,https://getsongbpm.com/song/dreams/7L1jQQ,56,1
2450,GKa1W4a_5mI,https://music.youtube.com/watch?v=GKa1W4a_5mI,The Doors,The Crystal Ship,The Doors,The Crystal Ship,The Doors,152,F,major,178,4/4,12d,matched,1.0000,,GetSongBPM,XoE3ql,The Crystal Ship,The Doors,https://getsongbpm.com/song/the-crystal-ship/XoE3ql,32,80
2451,XytGk-ijNJ0,https://music.youtube.com/watch?v=XytGk-ijNJ0,Epic Rap Battles of History,Elon Musk vs Mark Zuckerberg,Epic Rap Battles of History,Elon Musk vs Mark Zuckerberg,Elon Musk vs Mark Zuckerberg,180,,,,,,missing,,not_found,,,,,,,
2453,_Yq2QAhLt_w,https://music.youtube.com/watch?v=_Yq2QAhLt_w,Валентин Стрыкало,Всё решено,Валентин Стрыкало,Всё решено,Смирись и расслабься,192,,,,,,missing,,not_found,,,,,,,
2454,11JjCLoKHlg,https://music.youtube.com/watch?v=11JjCLoKHlg,The Cranberries,Shattered,The Cranberries,Shattered,Bury The Hatchet (The Complete Sessions 1998-1999),223,C,minor,125,4/4,10m,matched,0.9904,,GetSongBPM,D90PBA,Shattered,The Cranberries,https://getsongbpm.com/song/shattered/D90PBA,48,64
2458,BXqPNlng6uI,https://music.youtube.com/watch?v=BXqPNlng6uI,The Doors,The End,The Doors,The End,The Doors,704,C,major,105,4/4,1d,matched,1.0000,,GetSongBPM,6R5kGQ,The End,The Doors,https://getsongbpm.com/song/the-end/6R5kGQ,35,17
2459,ZboIu0IXf44,https://music.youtube.com/watch?v=ZboIu0IXf44,Shinedown,Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,Diamond Eyes (Boom-Lay Boom-Lay Boom),The Sound of Madness,337,,,,,,missing,,not_found,,,,,,,
2461,EIZa5k7Wgsk,https://music.youtube.com/watch?v=EIZa5k7Wgsk,Static-X,Skinnyman,Static-X,Skinnyman,Start a War,221,C#,major,91,4/4,8d,manual_accept_broader,0.9760,,GetSongBPM,9qv4Y,Skinnyman,Static‐X,https://getsongbpm.com/song/skinnyman/9qv4Y,58,1
2462,rMXlAJOQsss,https://music.youtube.com/watch?v=rMXlAJOQsss,Rage Against The Machine,Take the Power Back,Rage Against The Machine,Take the Power Back,Rage Against The Machine,336,C#,major,106,4/4,8d,matched,1.0000,,GetSongBPM,l53vzj,Take the Power Back,Rage Against the Machine,https://getsongbpm.com/song/take-the-power-back/l53vzj,62,8
2463,A0JMejMGA0M,https://music.youtube.com/watch?v=A0JMejMGA0M,The Cranberries,Just My Imagination,The Cranberries,Just My Imagination,Bury The Hatchet (The Complete Sessions 1998-1999),222,A#,major,99,4/4,11d,matched,0.9904,,GetSongBPM,BLnQz2,Just My Imagination,The Cranberries,https://getsongbpm.com/song/just-my-imagination/BLnQz2,55,27
2464,EcKnq50F0pE,https://music.youtube.com/watch?v=EcKnq50F0pE,Aerosmith,Dream On,Aerosmith,Dream On,Greatest Hits (Deluxe),266,F,minor,78,4/4,9m,matched,0.9421,,GetSongBPM,OyPKN,Dream On,Aerosmith,https://getsongbpm.com/song/dream-on/OyPKN,31,39
2465,G9Pag6dbsjc,https://music.youtube.com/watch?v=G9Pag6dbsjc,The Police,Every Breath You Take (Remastered 2003),The Police,Every Breath You Take (Remastered 2003),The Police,255,G#,major,117,4/4,9d,matched,0.8757,,GetSongBPM,6RA7,Every Breath You Take,The Police,https://getsongbpm.com/song/every-breath-you-take/6RA7,82,57
2468,nB7N4AKt35g,https://music.youtube.com/watch?v=nB7N4AKt35g,The Cranberries,Promises,The Cranberries,Promises,Bury The Hatchet (The Complete Sessions 1998-1999),328,E,minor,129,4/4,2m,matched,0.9904,,GetSongBPM,zKn905,Promises,The Cranberries,https://getsongbpm.com/song/promises/zKn905,51,7
2469,B6GdsRIbTSk,https://music.youtube.com/watch?v=B6GdsRIbTSk,4 Non Blondes,What's Up?,4 Non Blondes,What's Up?,"Bigger, Better, Faster, More !",296,A,major,68,4/4,4d,matched,1.0000,,GetSongBPM,gL5XZ,What's Up?,4 Non Blondes,https://getsongbpm.com/song/what-s-upquestion/gL5XZ,57,16
2470,jq_FWScqyG8,https://music.youtube.com/watch?v=jq_FWScqyG8,Guns N' Roses,Sweet Child O' Mine,Guns N' Roses,Sweet Child O' Mine,Appetite For Destruction,355,C#,major,123,4/4,8d,matched,1.0000,,GetSongBPM,L9zxp,Sweet Child o' Mine,Guns N' Roses,https://getsongbpm.com/song/sweet-child-o-mine/L9zxp,45,10
2472,5qZQEq_C3vc,https://music.youtube.com/watch?v=5qZQEq_C3vc,Linkin Park,Numb,Linkin Park,Numb,Meteora (Bonus Edition),188,F#,minor,56,4/4,4m,matched,0.9904,,GetSongBPM,pQk716,Numb,Linkin Park,https://getsongbpm.com/song/numb/pQk716,50,1
2474,Efa6BAWPm9o,https://music.youtube.com/watch?v=Efa6BAWPm9o,R.E.M.,Losing My Religion,R.E.M.,Losing My Religion,Out Of Time,269,A,minor,123,4/4,1m,matched,1.0000,,GetSongBPM,0R4jN,Losing My Religion,R.E.M.,https://getsongbpm.com/song/losing-my-religion/0R4jN,67,9
2475,yGxHDmHoqXc,https://music.youtube.com/watch?v=yGxHDmHoqXc,The Cranberries,Zombie,The Cranberries,Zombie,No Need to Argue (The Complete Sessions 1994–1995),307,G,major,84,4/4,2d,matched,0.9904,,GetSongBPM,4R9V8J,Zombie,The Cranberries,https://getsongbpm.com/song/zombie/4R9V8J,31,2
2478,qYmSVJpy8j0,https://music.youtube.com/watch?v=qYmSVJpy8j0,Static-X,Push It,Static-X,Push It,Wisconsin Death Trip,155,C,major,149,4/4,1d,manual_accept_broader,0.9760,,GetSongBPM,xG3XP,Push It,Static‐X,https://getsongbpm.com/song/push-it/xG3XP,56,1
2480,1xhOJ86Mmts,https://music.youtube.com/watch?v=1xhOJ86Mmts,Alexandr Misko,He's a Pirate,Alexandr Misko,He's a Pirate,"Covers and New Versions, Vol. 1",89,C#,major,100,3/4,8d,matched,1.0000,,GetSongBPM,28jKJv,He's a Pirate,Alexandr Misko,https://getsongbpm.com/song/he-s-a-pirate/28jKJv,73,35
2481,p1r49SBAPCs,https://music.youtube.com/watch?v=p1r49SBAPCs,Killer King,New Year's Eve,Killer King,New Year's Eve,New Year's Eve,178,C,major,92,,,manual_entry,1.0000,,manual,,,,,,
2482,5KdiDCCUHlc,https://music.youtube.com/watch?v=5KdiDCCUHlc,New Signature 7 String,playthrough of “chronosil” - Rob Scallon,Rob Scallon,New Signature 7 String - playthrough of “chronosil” - Rob Scallon,,204,,,,,,missing,,not_found,,,,,,,
2483,xYzS1fgBGos,https://music.youtube.com/watch?v=xYzS1fgBGos,F.B. Piano Anime,History Maker (Yuri!!! on ICE Opening),F.B. Piano Anime,History Maker (Yuri!!! on ICE Opening),History Maker (Yuri on ICE!!! Opening),107,,,,,,missing,,not_found,,,,,,,
2488,Ci5squuWW3Q,https://music.youtube.com/watch?v=Ci5squuWW3Q,Patrik Pietschmann,Tetris Theme (piano version),Patrik Pietschmann,Tetris Theme (piano version),,187,,,,,,missing,,not_found,,,,,,,
2493,fonDsCqxxT0,https://music.youtube.com/watch?v=fonDsCqxxT0,Soften The Glare,Making Faces (2017) (Full Album),WankyShitDemon,Soften The Glare - Making Faces (2017) (Full Album),,3218,,,,,,missing,,not_found,,,,,,,
2495,CINERx2q7sc,https://music.youtube.com/watch?v=CINERx2q7sc,В траве сидел Кузнечик,Во Всех Стилях | Нескучный Коллаб,Нескучный Саунд,В траве сидел Кузнечик - Во Всех Стилях | Нескучный Коллаб,,628,,,,,,missing,,not_found,,,,,,,
2496,mRqYHeOtSUo,https://music.youtube.com/watch?v=mRqYHeOtSUo,RADIO TAPOK,Wrong Side of Heaven,RADIO TAPOK,Wrong Side of Heaven,Wrong Side of Heaven,274,,,,,,missing,,not_found,,,,,,,
2498,ZEMBDKMtHqM,https://music.youtube.com/watch?v=ZEMBDKMtHqM,Nirvana,Come As You Are,Nirvana,Come As You Are,Nevermind,219,E,minor,117,4/4,2m,matched,1.0000,,GetSongBPM,wpoo1,Come as You Are,Nirvana,https://getsongbpm.com/song/come-as-you-are/wpoo1,51,1
2499,8eGY-4OALgM,https://music.youtube.com/watch?v=8eGY-4OALgM,Nirvana,Heart-Shaped Box,Nirvana,Heart-Shaped Box,In Utero (20th Anniversary Remaster),282,F#,major,99,4/4,7d,matched,0.9904,,GetSongBPM,Gv8nGy,Heart-Shaped Box,Nirvana,https://getsongbpm.com/song/heart-shaped-box/Gv8nGy,50,19
2501,BUYLdVeny5g,https://music.youtube.com/watch?v=BUYLdVeny5g,Dead Or Alive,You Spin Me Round (Like a Record),Dead Or Alive,You Spin Me Round (Like a Record),You Spin Me Round,197,F#,minor,128,4/4,4m,matched,0.9437,,GetSongBPM,6yNBO,You Spin Me Round (Like a Record),Dead or Alive,https://getsongbpm.com/song/you-spin-me-round-like-a-record/6yNBO,56,1
2503,_qScajDUBn4,https://music.youtube.com/watch?v=_qScajDUBn4,Bassists Alliance,Forecast (Ryan Martinie & Leonid Maksimov),Framus & Warwick,Bassists Alliance  - Forecast (Ryan Martinie & Leonid Maksimov),,182,,,,,,missing,,not_found,,,,,,,
2507,JSUAfDr4ZKI,https://music.youtube.com/watch?v=JSUAfDr4ZKI,John Kalligan,Панихида (Live),John Kalligan,Панихида (Live),Живой,260,,,,,,missing,,not_found,,,,,,,
2508,e5qmSEvDEGs,https://music.youtube.com/watch?v=e5qmSEvDEGs,Bizet: Carmen-Toreador song,Laurent Naouri,AchillesValda,Bizet: Carmen-Toreador song - Laurent Naouri,,348,,,,,,missing,,not_found,,,,,,,
2509,CNGYCIax1jA,https://music.youtube.com/watch?v=CNGYCIax1jA,Eiro Nareth,Rammstein Medley,Eiro Nareth,Rammstein Medley,"Acoustic Covers, Vol. 1",407,,,,,,missing,,not_found,,,,,,,
2510,anKmU1J0l9g,https://music.youtube.com/watch?v=anKmU1J0l9g,The best voice in the world. Dimash Kudaibergenov,Opera 2 (2017),NoniShow,The best voice in the world. Dimash Kudaibergenov - Opera 2 (2017),,250,,,,,,missing,,not_found,,,,,,,
2511,h7qEzGMLE3g,https://music.youtube.com/watch?v=h7qEzGMLE3g,Mudvayne,"Mercy, Severity (Studio Vocals...mostly)",Slaytounge,"Mudvayne - Mercy, Severity (Studio Vocals...mostly)",,294,,,,,,missing,,manual_reject_broader,,,,,,,
2513,3wsW1E55eV8,https://music.youtube.com/watch?v=3wsW1E55eV8,System Of A Down,Suggestions live【Reading Festival | 60fps】,ObeyYourSysteM,System Of A Down - Suggestions live【Reading Festival | 60fps】,,220,,,,,,missing,,not_found,,,,,,,
2514,SZlRX03BzeA,https://music.youtube.com/watch?v=SZlRX03BzeA,The Police,King Of Pain,The Police,King Of Pain,Synchronicity (Remastered 2003),300,D,major,123,4/4,3d,matched,0.9904,,GetSongBPM,7LBw,King of Pain,The Police,https://getsongbpm.com/song/king-of-pain/7LBw,54,42
2519,PYXUV4Ed-Bs,https://music.youtube.com/watch?v=PYXUV4Ed-Bs,Mudvayne,"Pharmaecopia (Live - Bass ""Emphasized"")",Slaytounge,"Mudvayne - Pharmaecopia (Live - Bass ""Emphasized"")",,318,,,,,,missing,,not_found,,,,,,,
2521,NkkyZjNN8XI,https://music.youtube.com/watch?v=NkkyZjNN8XI,Mudvayne,Not Falling (Live Rock Am Ring 2005),Death Metal Ao Extremo,Mudvayne - Not Falling (Live Rock Am Ring 2005),,282,,,,,,missing,,not_found,,,,,,,
2524,wQgyZToVsto,https://music.youtube.com/watch?v=wQgyZToVsto,Mudvayne,Prod and Death Blooms,Erik Sánchez Nuñez,Mudvayne - Prod and Death Blooms,,646,,,,,,missing,,not_found,,,,,,,
2527,A239nkeBM1k,https://music.youtube.com/watch?v=A239nkeBM1k,Dying Fetus,Your Treachery Will Die with You,Dying Fetus,Your Treachery Will Die with You,Descend into Depravity (Deluxe Version),215,D,major,118,4/4,3d,matched,0.9904,,GetSongBPM,mw2KWA,Your Treachery Will Die With You,Dying Fetus,https://getsongbpm.com/song/your-treachery-will-die-with-you/mw2KWA,35,1
2528,EOvAy3evU3k,https://music.youtube.com/watch?v=EOvAy3evU3k,Mudvayne,Death Blooms Live,ejatt,Mudvayne - Death Blooms Live,,293,,,,,,missing,,not_found,,,,,,,
2529,DMYRXBsIOxs,https://music.youtube.com/watch?v=DMYRXBsIOxs,The Doors,Love Me Two Times,The Doors,Love Me Two Times,"Alive, She Cried",197,A,major,136,4/4,4d,matched,0.9437,,GetSongBPM,N9oXyD,Love Me Two Times,The Doors,https://getsongbpm.com/song/love-me-two-times/N9oXyD,69,34
2530,3XNsBpH5VwM,https://music.youtube.com/watch?v=3XNsBpH5VwM,Bill Wurtz,And the Day Goes On,Bill Wurtz,And the Day Goes On,And the Day Goes On,131,F#,major,116,,,manual_entry,1.0000,,manual,,,,,,
2533,VGj7nmUy4PY,https://music.youtube.com/watch?v=VGj7nmUy4PY,Hayaino Daisuki,Invincible Gate Mind EP (2010) Full Album HQ (Thrash/Melodic/Grind),"Death, Gore & Grindcore",Hayaino Daisuki - Invincible Gate Mind EP (2010) Full Album HQ (Thrash/Melodic/Grind),,740,,,,,,missing,,not_found,,,,,,,
2535,A3uhsPEPfrk,https://music.youtube.com/watch?v=A3uhsPEPfrk,Estas Tonne,Internal Flight @ 432 Hz,Andrej Šunko,Estas Tonne - Internal Flight @ 432 Hz,,3831,,,,,,missing,,manual_reject_broader,,,,,,,
2537,UKS0Xm-WpZA,https://music.youtube.com/watch?v=UKS0Xm-WpZA,Alexandr Misko,Treasured Memory,Alexandr Misko,Treasured Memory,Beyond the Box,260,F,major,160,4/4,12d,matched,1.0000,,GetSongBPM,MZk0mR,Treasured Memory,Alexandr Misko,https://getsongbpm.com/song/treasured-memory/MZk0mR,34,84
2542,iOH7TfNlMzs,https://music.youtube.com/watch?v=iOH7TfNlMzs,Mudvaynefan968,Nothing To Gein [Rock Am Ring 2001],Mudvaynefan968,MuDvAyNe - Nothing To Gein [Rock Am Ring 2001],,450,,,,,,missing,,not_found,,,,,,,
2543,ZQlOdkCkNgI,https://music.youtube.com/watch?v=ZQlOdkCkNgI,Rammstein,Links 2 3 4 (Live),Rammstein,Links 2 3 4 (Live),Paris (Live),303,,,,,,missing,,not_found,,,,,,,
2544,-cyqPSE_83k,https://music.youtube.com/watch?v=-cyqPSE_83k,HELLYEAH,Hush,HELLYEAH,Hush,Blood For Blood,234,A,minor,93,4/4,1m,matched,1.0000,,GetSongBPM,VAogmW,Hush,Hellyeah,https://getsongbpm.com/song/hush/VAogmW,56,3
2546,x-1e32tfbeQ,https://music.youtube.com/watch?v=x-1e32tfbeQ,Mudvayne,Forget to Remember (From Saw II - Original Soundtrack),Mudvayne,Forget to Remember (From Saw II - Original Soundtrack),Lost and Found,216,G#,major,188,4/4,9d,manual_accept_broader,0.9232,,GetSongBPM,6ZlPl,Forget To Remember,Mudvayne,https://getsongbpm.com/song/forget-to-remember/6ZlPl,46,1
2547,60t8A0n5uQQ,https://music.youtube.com/watch?v=60t8A0n5uQQ,Steve Ibsen,The Kitty Cat Dance,Steve Ibsen,The Kitty Cat Dance,The Kitty Cat Dance,84,A,major,140,,,manual_entry,1.0000,,manual,,,,,,
2551,1RW4HBRmY1s,https://music.youtube.com/watch?v=1RW4HBRmY1s,Alex Terrible,Barbie Girl METAL VERSION,Alex Terrible,ALEX TERRIBLE Aqua - Barbie Girl METAL VERSION,,229,,,,,,missing,,not_found,,,,,,,
2552,rjvImL06_1k,https://music.youtube.com/watch?v=rjvImL06_1k,Остров в океане ане ане,ПРОРОК САН БОЙ (MemMusic #12),Mem Music,Остров в океане ане ане - ПРОРОК САН БОЙ (MemMusic #12),,294,,,,,,missing,,not_found,,,,,,,
2553,ojPbD3BIM9E,https://music.youtube.com/watch?v=ojPbD3BIM9E,Mudvayne,Pharmaecopia Live [w/ Lyrics],benz1n,Mudvayne - Pharmaecopia Live [w/ Lyrics],,334,,,,,,missing,,not_found,,,,,,,
2554,zwQQZPo3k_s,https://music.youtube.com/watch?v=zwQQZPo3k_s,Mudvayne,Severed Live [w/ Lyrics],benz1n,Mudvayne -  Severed Live [w/ Lyrics],,342,,,,,,missing,,not_found,,,,,,,
2555,O2ZL2NPzWzQ,https://music.youtube.com/watch?v=O2ZL2NPzWzQ,Mudvayne,Nothing To Gein Live Ozzfest 2001!,Mudshadow8,Mudvayne - Nothing To Gein Live Ozzfest 2001!,,403,,,,,,missing,,not_found,,,,,,,
2558,87tXE1N_f8o,https://music.youtube.com/watch?v=87tXE1N_f8o,Audiotopsy,LYLAB,Audiotopsy,LYLAB,Natural Causes,259,D,major,162,4/4,3d,matched,1.0000,,GetSongBPM,x6xXlr,LYLAB,Audiotopsy,https://getsongbpm.com/song/lylab/x6xXlr,38,1
2562,m4QZL7whs10,https://music.youtube.com/watch?v=m4QZL7whs10,Whitney Houston,I Will Always Love You,Whitney Houston,I Will Always Love You,Whitney The Greatest Hits,264,E,major,68,,,manual_entry,1.0000,,manual,,,,,,
2563,Y0pdQU87dc8,https://music.youtube.com/watch?v=Y0pdQU87dc8,Bryan Adams,(Everything I Do) I Do It For You,Bryan Adams,Bryan Adams - (Everything I Do) I Do It For You,,393,C#,major,66,4/4,8d,manual_accept,1.0000,,GetSongBPM,n53VP,(Everything I Do) I Do It for You,Bryan Adams,https://getsongbpm.com/song/everything-i-do-i-do-it-for-you/n53VP,52,9
