source_position,video_id,video_url,normalized_artists,normalized_title,original_artists,original_title,album,duration_seconds,key_of,mode,tempo,time_sig,open_key,match_status,match_score,match_reason,metadata_source,getsongbpm_song_id,getsongbpm_title,getsongbpm_artist,getsongbpm_uri,danceability,acousticness
2565,DVB3upn54AY,https://music.youtube.com/watch?v=DVB3upn54AY,Rage Against The Machine,Testify,Rage Against The Machine,Testify,The Battle Of Los Angeles,211,G,major,117,4/4,2d,matched,1.0000,,GetSongBPM,mw0n9,Testify,Rage Against the Machine,https://getsongbpm.com/song/testify/mw0n9,47,3
2566,B67jwszx2J0,https://music.youtube.com/watch?v=B67jwszx2J0,Dope,1999,Dope,1999,Blood Money,223,C#,minor,169,4/4,5m,matched,1.0000,,GetSongBPM,lR40N7,1999,Dope,https://getsongbpm.com/song/1999/lR40N7,44,1
2569,Fud3i1XNpDU,https://music.youtube.com/watch?v=Fud3i1XNpDU,Kurai,Breaking the Broken,Kurai,Breaking the Broken,Breaking the Broken,292,,,,,,missing,,manual_reject_broader,,,,,,,
2570,e7fa6snnX8s,https://music.youtube.com/watch?v=e7fa6snnX8s,HELLYEAH,Human,HELLYEAH,Human,UNDEN!ABLE,214,C,minor,135,4/4,10m,matched,1.0000,,GetSongBPM,LZR4Rr,Human,Hellyeah,https://getsongbpm.com/song/human/LZR4Rr,51,1
2578,HxBNiUOOaMI,https://music.youtube.com/watch?v=HxBNiUOOaMI,Lana Del Rey,Young And Beautiful (DH Orchestral Version),Lana Del Rey,Young And Beautiful (DH Orchestral Version),Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version),232,B,minor,114,,,manual_entry,1.0000,,manual,,,,,,
2579,w00v2zVkX9g,https://music.youtube.com/watch?v=w00v2zVkX9g,System Of A Down,B.Y.O.B. live (HD/DVD Quality),ObeyYourSysteM,System Of A Down - B.Y.O.B. live (HD/DVD Quality),,255,,,,,,missing,,not_found,,,,,,,
2580,gGh9vQOQoJ4,https://music.youtube.com/watch?v=gGh9vQOQoJ4,Cloud 9+,Hide the Pain,Cloud 9+,Hide the Pain,Mixtape,206,,,,,,missing,,manual_reject_broader,,,,,,,
2587,diLV_LkZK8w,https://music.youtube.com/watch?v=diLV_LkZK8w,Enjoykin,Полковник,Enjoykin,Enjoykin - Полковник,,118,,,,,,missing,,not_found,,,,,,,
2588,3DGdtKWLNaA,https://music.youtube.com/watch?v=3DGdtKWLNaA,Breaking Benjamin,Red Cold River,Breaking Benjamin,Red Cold River,Ember,201,D#,minor,91,4/4,7m,matched,1.0000,,GetSongBPM,83jljW,Red Cold River,Breaking Benjamin,https://getsongbpm.com/song/red-cold-river/83jljW,38,1
2591,x6LXp9uWQUk,https://music.youtube.com/watch?v=x6LXp9uWQUk,MetallicA & Ozzy,Iron Man & Paranoid (RnR Hall of Fame '09),metallivideo,MetallicA & Ozzy - Iron Man & Paranoid (RnR Hall of Fame '09),,316,,,,,,missing,,manual_reject_broader,,,,,,,
2592,cslkGvmOFPg,https://music.youtube.com/watch?v=cslkGvmOFPg,Eiro Nareth,Interstellar Theme,Eiro Nareth,Interstellar Theme,"Acoustic Covers, Vol. 2",329,,,,,,missing,,not_found,,,,,,,
2593,c5End86ZGiA,https://music.youtube.com/watch?v=c5End86ZGiA,Release,Big Enough Screaming Cowboy Meme (8 Bit Version),Release - Topic,Big Enough Screaming Cowboy Meme (8 Bit Version),8 Bit Bounty,121,,,,,,missing,,not_found,,,,,,,
2598,TTKcCni5G4M,https://music.youtube.com/watch?v=TTKcCni5G4M,Asking Alexandria,The Black,Asking Alexandria,The Black,The Black,282,B,minor,96,4/4,3m,matched,1.0000,,GetSongBPM,BrXorX,The Black,Asking Alexandria,https://getsongbpm.com/song/the-black/BrXorX,42,1
2600,vxjAe9OUw9M,https://music.youtube.com/watch?v=vxjAe9OUw9M,Coal Chamber,Fiend,Coal Chamber,Fiend,Dark Days,181,B,minor,139,4/4,3m,matched,1.0000,,GetSongBPM,91loP,Fiend,Coal Chamber,https://getsongbpm.com/song/fiend/91loP,53,3
2602,QfQJOcdpGZQ,https://music.youtube.com/watch?v=QfQJOcdpGZQ,Epic Rap Battles of History,Rasputin vs Stalin,Epic Rap Battles of History,Rasputin vs Stalin,Rasputin vs Stalin,266,,,,,,missing,,not_found,,,,,,,
2606,4Z9ZHcyCpxM,https://music.youtube.com/watch?v=4Z9ZHcyCpxM,Peter Gabriel,Shock The Monkey,Peter Gabriel,Shock The Monkey,Peter Gabriel 4: Security,329,D,minor,152,4/4,12m,matched,0.9904,,GetSongBPM,1jPgj,Shock the Monkey,Peter Gabriel,https://getsongbpm.com/song/shock-the-monkey/1jPgj,56,15
2608,bc7JCxUlHOU,https://music.youtube.com/watch?v=bc7JCxUlHOU,Alexandr Misko,Linkin Park - Numb (Old) (Alex Misko),Alexandr Misko,Linkin Park - Numb (Old) (Alex Misko),,183,,,,,,missing,,not_found,,,,,,,
2609,Jx4okVd3K14,https://music.youtube.com/watch?v=Jx4okVd3K14,Alexandr Misko,Billie Jean,Alexandr Misko,Billie Jean,,234,B,minor,120,4/4,3m,matched,1.0000,,GetSongBPM,OgmQoQ,Billie Jean,Alexandr Misko,https://getsongbpm.com/song/billie-jean/OgmQoQ,76,57
2610,F1V3Pt7aFnI,https://music.youtube.com/watch?v=F1V3Pt7aFnI,Alexandr Misko,Guitar + Pen Tapping Song,Alexandr Misko,Guitar + Pen Tapping Song,,146,A,minor,167,4/4,1m,matched,1.0000,,GetSongBPM,r2jKNW,Guitar + Pen Tapping Song,Alexandr Misko,https://getsongbpm.com/song/guitar-plus-pen-tapping-song/r2jKNW,50,37
2613,u9KR6liceOM,https://music.youtube.com/watch?v=u9KR6liceOM,Mudvayne,Not Falling,Mudvayne,Not Falling,The End Of All Things To Come,244,G#,major,129,4/4,9d,matched,1.0000,,GetSongBPM,D8yln,Not Falling,Mudvayne,https://getsongbpm.com/song/not-falling/D8yln,44,1
2614,gYED_UYMaXQ,https://music.youtube.com/watch?v=gYED_UYMaXQ,Mudvayne,Happy?,Mudvayne,Happy?,Lost and Found,217,F,minor,100,4/4,9m,matched,1.0000,,GetSongBPM,1ROKP,Happy?,Mudvayne,https://getsongbpm.com/song/happyquestion/1ROKP,55,1
2615,oLF4B6R76vo,https://music.youtube.com/watch?v=oLF4B6R76vo,Ghost,SECULAR HAZE,Ghost,SECULAR HAZE,Infestissumam,312,A#,major,199,3/4,11d,matched,1.0000,,GetSongBPM,6RnPWR,Secular Haze,Ghost,https://getsongbpm.com/song/secular-haze/6RnPWR,30,1
2618,BsUoOhm2_N4,https://music.youtube.com/watch?v=BsUoOhm2_N4,E.Grieg,"Peer Gynt. Anitra's Dance . Suite No. 1, Op. 46. piano (Synthesia)",Lana Banana,"E.Grieg - Peer Gynt. Anitra's Dance . Suite No. 1, Op. 46. piano (Synthesia)",,214,,,,,,missing,,not_found,,,,,,,
2619,ElZ2P8Xdr7c,https://music.youtube.com/watch?v=ElZ2P8Xdr7c,RAMMELHOF,Wladimir (Put Put Putin),RAMMELHOF,Wladimir (Put Put Putin),Die ganze Welt ist ein RAMMELHOF,223,D,minor,164,4/4,,matched,1.0000,,GetSongBPM,Rl8P5L,Wladimir (Put Put Putin),Rammelhof,https://getsongbpm.com/song/wladimir-put-put-putin/Rl8P5L,74,10
2625,MBIGMh1yg5U,https://music.youtube.com/watch?v=MBIGMh1yg5U,Feign,Dig (feat. Anthony Alexander),Feign,Dig (feat. Anthony Alexander),Dig (feat. Anthony Alexander),170,,,,,,missing,,not_found,,,,,,,
2626,d4fsMPCv18I,https://music.youtube.com/watch?v=d4fsMPCv18I,GREEN DAY,BOULEVARD OF BROKEN DREAMS - SHITTYFLUTED,shittyflute,GREEN DAY - BOULEVARD OF BROKEN DREAMS - SHITTYFLUTED,,263,,,,,,missing,,not_found,,,,,,,
2627,mrRf9gsHzJM,https://music.youtube.com/watch?v=mrRf9gsHzJM,Егор Летов,Всё идёт по плану (2021 Remastered Version),Егор Летов,Всё идёт по плану (2021 Remastered Version),Концерт в городе-герое Ленинграде (2021 Remastered Version),196,,,,,,missing,,not_found,,,,,,,
2628,qv6jWWG3Ijw,https://music.youtube.com/watch?v=qv6jWWG3Ijw,Srod Almenara,Game Of Thrones,Srod Almenara,Game Of Thrones,Game Of Thrones,193,,,,,,missing,,manual_reject_broader,,,,,,,
2629,w4uprzkSXfc,https://music.youtube.com/watch?v=w4uprzkSXfc,2CELLOS,Thunderstruck,2CELLOS,Thunderstruck,Celloverse,221,D,major,157,4/4,3d,matched,1.0000,,GetSongBPM,VAXD11,Thunderstruck,2CELLOS,https://getsongbpm.com/song/thunderstruck/VAXD11,52,9
2630,mmJim2h-byQ,https://music.youtube.com/watch?v=mmJim2h-byQ,J. S. Bach,Toccata in D Minor - Konstandinos Boudounis - Solo Cello - live,Dimitrios Doulias,J. S. Bach - Toccata in D Minor - Konstandinos Boudounis - Solo Cello - live,,321,,,,,,missing,,manual_reject_broader,,,,,,,
2631,RSI_ZPdpuSM,https://music.youtube.com/watch?v=RSI_ZPdpuSM,RADIO TAPOK,20 голосов | Русский рок | Пародии,RADIO TAPOK,RADIO TAPOK - 20 голосов | Русский рок | Пародии,,403,,,,,,missing,,not_found,,,,,,,
2635,aIcdj4UH9u0,https://music.youtube.com/watch?v=aIcdj4UH9u0,QUEEN,BOHEMIAN RHAPSODY - SHITTYFLUTED,shittyflute,QUEEN - BOHEMIAN RHAPSODY - SHITTYFLUTED,,357,,,,,,missing,,manual_reject_broader,,,,,,,
2638,8ay_BkRuv-o,https://music.youtube.com/watch?v=8ay_BkRuv-o,Smash Mouth,All Star,Smash Mouth,All Star,Astro Lounge,201,F#,major,103,4/4,7d,matched,1.0000,,GetSongBPM,vVg,All Star,Smash Mouth,https://getsongbpm.com/song/all-star/vVg,74,4
2639,7U7FizJjvD8,https://music.youtube.com/watch?v=7U7FizJjvD8,Totality,Death Metal Friday,Totality,Death Metal Friday,Death Metal Friday,208,,,,,,missing,,not_found,,,,,,,
2640,xsm1Nd83rtY,https://music.youtube.com/watch?v=xsm1Nd83rtY,Pirates of the Caribbean,He ́s a pirate (organ) / Fluch der Karibik OST (Orgel),Ben das Brot,Pirates of the Caribbean - He´s a pirate (organ) / Fluch der Karibik OST (Orgel),,403,,,,,,missing,,not_found,,,,,,,
2641,Qu0dIn3_2Zc,https://music.youtube.com/watch?v=Qu0dIn3_2Zc,Remy Zero,Save Me,Remy Zero,Save Me,The Golden Hum,240,F#,major,96,4/4,7d,matched,1.0000,,GetSongBPM,P77gl,Save Me,Remy Zero,https://getsongbpm.com/song/save-me/P77gl,43,1
2645,LtQUJMBH8uE,https://music.youtube.com/watch?v=LtQUJMBH8uE,Leo Moracchioli,Hello (feat. Pete Cottrell),Leo Moracchioli,Hello (feat. Pete Cottrell),,363,G#,major,95,4/4,9d,matched,1.0000,,GetSongBPM,lRm9qJ,Hello,Leo Moracchioli,https://getsongbpm.com/song/hello/lRm9qJ,65,2
2646,OMtq6JzREcA,https://music.youtube.com/watch?v=OMtq6JzREcA,System Of A Down,B.Y.O.B.,System Of A Down,B.Y.O.B.,Mezmerize,256,C#,minor,206,4/4,5m,matched,1.0000,,GetSongBPM,o3kWA,B.Y.O.B.,System of a Down,https://getsongbpm.com/song/bpointypointopointbpoint/o3kWA,56,1
2647,TJfGoA6BP7I,https://music.youtube.com/watch?v=TJfGoA6BP7I,Rob Scallon,Psychosocial (feat. Leo Moracchioli),Rob Scallon,Psychosocial (feat. Leo Moracchioli),Psychosocial,253,,,,,,missing,,manual_reject_broader,,,,,,,
2648,lKwIvzFX5ck,https://music.youtube.com/watch?v=lKwIvzFX5ck,Bots,Sieben Tage Lang,Bots,Sieben Tage Lang,Aufstehn,299,A,minor,122,,,manual_entry,1.0000,,manual,,,,,,
2649,iCKYetNYR2M,https://music.youtube.com/watch?v=iCKYetNYR2M,Powerwolf,We Drink Your Blood,Powerwolf,We Drink Your Blood,Blood of the Saints,223,C#,minor,112,4/4,5m,matched,1.0000,,GetSongBPM,KOMA88,We Drink Your Blood,Powerwolf,https://getsongbpm.com/song/we-drink-your-blood/KOMA88,35,1
2652,vfI-Zb5oWzM,https://music.youtube.com/watch?v=vfI-Zb5oWzM,Grissini Project,Main Theme (From ''Game of Thrones''),Grissini Project,Main Theme (From ''Game of Thrones''),Main Theme (From ''Game of Thrones''),203,F,minor,171,,,manual_entry,1.0000,,manual,,,,,,
2654,1mDT51Cb31A,https://music.youtube.com/watch?v=1mDT51Cb31A,Okilly Dokilly,White Wine Spritzer,Okilly Dokilly,White Wine Spritzer,Howdilly Doodilly,191,,,,,,missing,,not_found,,,,,,,
2655,ihOxsYme6pk,https://music.youtube.com/watch?v=ihOxsYme6pk,Би-2,Полковнику никто не пишет,Би-2,Полковнику никто не пишет,Би-2,293,,,,,,missing,,manual_reject,,,,,,,
2656,pLI54N-NOEs,https://music.youtube.com/watch?v=pLI54N-NOEs,Би-2,Варвара,Би-2,Варвара,Би-2,302,,,,,,missing,,manual_reject,,,,,,,
2657,lqoCZ5k45A8,https://music.youtube.com/watch?v=lqoCZ5k45A8,PHARAOH,Фосфор,PHARAOH,Фосфор,PHOSPHOR,159,B,major,179,4/4,6d,matched,1.0000,,GetSongBPM,oZxQrL,Фосфор,Pharaoh,https://getsongbpm.com/song/fosfor/oZxQrL,45,15
2658,C48NTipyBXc,https://music.youtube.com/watch?v=C48NTipyBXc,Korol i Shut,Танец злобного гения,Korol i Shut,Танец злобного гения,,264,,,,,,missing,,not_found,,,,,,,
2663,rOYhNTtjyW8,https://music.youtube.com/watch?v=rOYhNTtjyW8,Grissini Project,No Time for Caution (From “Interstellar”),Grissini Project,No Time for Caution (From “Interstellar”),"Grissini Project : Musique de jeux vidéos, animés et films",214,,,,,,missing,,not_found,,,,,,,
2664,Kdd4_DXNb-s,https://music.youtube.com/watch?v=Kdd4_DXNb-s,Eddie van der Meer,Davy Jones Theme,Eddie van der Meer,Davy Jones Theme,Cover Songs #6,89,,,,,,missing,,not_found,,,,,,,
2665,yZGBxiNPu3k,https://music.youtube.com/watch?v=yZGBxiNPu3k,Patrik Pietschmann,Game of Thrones Main Theme,Patrik Pietschmann,Game of Thrones Main Theme,,173,,,,,,missing,,not_found,,,,,,,
2669,F46r-_jPPHY,https://music.youtube.com/watch?v=F46r-_jPPHY,System Of A Down,War? (Official HD Video),System Of A Down,War? (Official HD Video),,193,,,,,,missing,,not_found,,,,,,,
2670,Dspmds_7mlI,https://music.youtube.com/watch?v=Dspmds_7mlI,Patrik Pietschmann,Hans Zimmer - Inception - Time (Piano Version) + Sheet Music,Patrik Pietschmann,Hans Zimmer - Inception - Time (Piano Version) + Sheet Music,,250,,,,,,missing,,not_found,,,,,,,
2671,0VpeZ6wTe08,https://music.youtube.com/watch?v=0VpeZ6wTe08,Grissini Project,Davy Jones's Theme (From ''Pirates of the Caribbean''),Grissini Project,Davy Jones's Theme (From ''Pirates of the Caribbean''),Davy Jones's Theme (From ''Pirates of the Caribbean''),220,,,,,,missing,,not_found,,,,,,,
2672,K5T0WWB_Dv0,https://music.youtube.com/watch?v=K5T0WWB_Dv0,Uriël,Interstellar Main Theme,Uriël,Interstellar Main Theme,"Musical History in Piano, Vol. 5",281,,,,,,missing,,not_found,,,,,,,
2674,_Btn5KloZng,https://music.youtube.com/watch?v=_Btn5KloZng,THE DOORS,De La Fokoff Selection,De La Fokoff Selection,THE DOORS - De La Fokoff Selection,,4019,,,,,,missing,,manual_reject_broader,,,,,,,
2676,F2CfL0L2-20,https://music.youtube.com/watch?v=F2CfL0L2-20,Ghost,"Ritual ""live"" Lollapalooza Chile 2016.",Sunraven Ghoul,"Ghost - Ritual ""live"" Lollapalooza Chile 2016.(HD)",,278,,,,,,missing,,not_found,,,,,,,
2679,VrUIiA4Au3g,https://music.youtube.com/watch?v=VrUIiA4Au3g,Gridscape,"Jacked-In - Album Previews (Release Date: April 3, 2017)",Gridscape,"Gridscape - Jacked-In - Album Previews (Release Date: April 3, 2017)",,708,,,,,,missing,,not_found,,,,,,,
2680,R4C3JsanB08,https://music.youtube.com/watch?v=R4C3JsanB08,Stellamara,Kyrie Eleison,Stellamara,Kyrie Eleison,The Seven Valleys,344,B,minor,138,5/4,3m,matched,1.0000,,GetSongBPM,mZNAq0,Kyrie Eleison,Stellamara,https://getsongbpm.com/song/kyrie-eleison/mZNAq0,17,97
2681,a48_Q1b0nas,https://music.youtube.com/watch?v=a48_Q1b0nas,Metal Guitar Stuff / Tore Fagerheim,Ultimate Metal / Metalcore Gaming Music Compilation // NO VOCALS // Playlist,Metal Guitar Stuff / Tore Fagerheim,Ultimate Metal / Metalcore Gaming Music Compilation // NO VOCALS // Playlist,,4067,,,,,,missing,,not_found,,,,,,,
2686,54wE05XxVww,https://music.youtube.com/watch?v=54wE05XxVww,Pentatonix,Bohemian Rhapsody,Pentatonix,Bohemian Rhapsody,Bohemian Rhapsody,356,,,,,,missing,,not_found,,,,,,,
2689,Ddn4MGaS3N4,https://music.youtube.com/watch?v=Ddn4MGaS3N4,Andy McKee,Guitar - Drifting - www.candyrat.com,Andy McKee,Andy McKee - Guitar - Drifting - www.candyrat.com,,199,,,,,,missing,,not_found,,,,,,,
2690,O8u61dQut1E,https://music.youtube.com/watch?v=O8u61dQut1E,RADIO TAPOK,Numb,RADIO TAPOK,Numb,,208,,,,,,missing,,manual_reject_broader,,,,,,,
2695,9IpBSkiuub0,https://music.youtube.com/watch?v=9IpBSkiuub0,Rammstein,Wollt ihr das Bett in Flammen Sehen (Live),Rammstein,Wollt ihr das Bett in Flammen Sehen (Live),Paris (Live),307,G,major,130,,,manual_entry,1.0000,,manual,,,,,,
2697,lYBUbBu4W08,https://music.youtube.com/watch?v=lYBUbBu4W08,Rick Astley,Never Gonna Give You Up,Rick Astley,Never Gonna Give You Up,Whenever You Need Somebody,214,A#,minor,112,4/4,8m,matched,1.0000,,GetSongBPM,qZPp7,Never Gonna Give You Up,Rick Astley,https://getsongbpm.com/song/never-gonna-give-you-up/qZPp7,73,14
2699,O_ItSLCZWb0,https://music.youtube.com/watch?v=O_ItSLCZWb0,Disturbed,The Vengeful One,Disturbed,The Vengeful One,Immortalized (Deluxe Edition),253,E,minor,170,4/4,2m,matched,0.9904,,GetSongBPM,oZ2gPN,The Vengeful One,Disturbed,https://getsongbpm.com/song/the-vengeful-one/oZ2gPN,24,1
2700,-XlW-cyAdiw,https://music.youtube.com/watch?v=-XlW-cyAdiw,Slipknot,Psychosocial,Slipknot,Psychosocial,All Hope Is Gone,284,A,major,140,4/4,4d,matched,1.0000,,GetSongBPM,QWoxgM,Psychosocial,Slipknot,https://getsongbpm.com/song/psychosocial/QWoxgM,58,1
2701,ifY-5UZRamU,https://music.youtube.com/watch?v=ifY-5UZRamU,Smash Mouth,Shooting All Star,Grandayy,Smash Mouth - Shooting All Star,,139,,,,,,missing,,not_found,,,,,,,
2702,xQm8Ssh4ynQ,https://music.youtube.com/watch?v=xQm8Ssh4ynQ,Ghost,"He Is (Live ""Grammis 2016"")",TheSweMusicMan,"Ghost - He Is  (Live ""Grammis 2016"")",,252,,,,,,missing,,not_found,,,,,,,
2703,JRo4iWjCHcs,https://music.youtube.com/watch?v=JRo4iWjCHcs,Anthony Vincent,Chop Suey (In the style of Ghost),Anthony Vincent,Chop Suey (In the style of Ghost),Chop Suey (In the style of Ghost),275,,,,,,missing,,not_found,,,,,,,
2705,aFIwUqEiEnw,https://music.youtube.com/watch?v=aFIwUqEiEnw,Marilyn Manson,The Beautiful People,Marilyn Manson,The Beautiful People,Antichrist Superstar,219,A,major,144,4/4,4d,matched,1.0000,,GetSongBPM,yrJNzz,The Beautiful People,Marilyn Manson,https://getsongbpm.com/song/the-beautiful-people/yrJNzz,63,1
2706,yGI2efVvLrw,https://music.youtube.com/watch?v=yGI2efVvLrw,Anthony Vincent,In The End,Anthony Vincent,In The End,In The End,237,,,,,,missing,,not_found,,,,,,,
2707,L451uSkE_1Q,https://music.youtube.com/watch?v=L451uSkE_1Q,Anthony Vincent,Chop Suey in 20 Styles,Anthony Vincent,Chop Suey in 20 Styles,Songs in 20 Styles or More,281,,,,,,missing,,not_found,,,,,,,
2708,yeTUjKUVYhM,https://music.youtube.com/watch?v=yeTUjKUVYhM,Clhmes,EUFORIA,Clhmes,EUFORIA,TUTTO HA UN ALTRO SIGNIFICATO (completo),211,,,,,,missing,,not_found,,,,,,,
2709,NefPxlL5o8g,https://music.youtube.com/watch?v=NefPxlL5o8g,Marilyn Manson,This Is The New Shit,Marilyn Manson,This Is The New Shit,This Is The New Shit,261,D,major,178,4/4,3d,matched,0.9323,,GetSongBPM,mEL2G,This Is the New Shit,Marilyn Manson,https://getsongbpm.com/song/this-is-the-new-shit/mEL2G,58,1
2710,7Vd1F12wjOc,https://music.youtube.com/watch?v=7Vd1F12wjOc,Marilyn Manson,Personal Jesus,Marilyn Manson,Personal Jesus,Personal Jesus,247,E,minor,130,,,manual_entry,1.0000,,manual,,,,,,
2711,N8ORTiDU7Ss,https://music.youtube.com/watch?v=N8ORTiDU7Ss,Epic Celtic Music-Benevolent Wolf Pack,March to War,Logan Epic Canto,Epic Celtic Music-Benevolent Wolf Pack - March to War,,154,,,,,,missing,,not_found,,,,,,,
2712,pak09eBXAO8,https://music.youtube.com/watch?v=pak09eBXAO8,Mark Fowler,Numb,Mark Fowler,Numb,The Essential Collection - Volume 2,178,,,,,,missing,,not_found,,,,,,,
2713,jUDJCZ4HplI,https://music.youtube.com/watch?v=jUDJCZ4HplI,Sungha Jung,Pirates of the Caribbean,Sungha Jung,Pirates of the Caribbean,Sungha Jung Cover Compilation 4,82,,,,,,missing,,not_found,,,,,,,
2714,Hf-hck8vQZU,https://music.youtube.com/watch?v=Hf-hck8vQZU,Miguel Carvena; Antonio Vivaldi,Summer,Miguel Carvena; Antonio Vivaldi,Summer,The Four Seasons,152,G,minor,155,,,manual_entry,1.0000,,manual,,,,,,
2715,BLZWkjBXfN8,https://music.youtube.com/watch?v=BLZWkjBXfN8,Linkin Park,In the End,Linkin Park,In the End,Hybrid Theory (Bonus Edition),217,D#,minor,102,4/4,7m,matched,0.9904,,GetSongBPM,VPqqMz,In the End,Linkin Park,https://getsongbpm.com/song/in-the-end/VPqqMz,55,2
2717,EDNZ2zubuKg,https://music.youtube.com/watch?v=EDNZ2zubuKg,Skillet,Hero,Skillet,Hero,Awake,187,C#,major,144,4/4,8d,matched,1.0000,,GetSongBPM,Bg8nKW,Hero,Skillet,https://getsongbpm.com/song/hero/Bg8nKW,54,1
2719,e-2251_at-k,https://music.youtube.com/watch?v=e-2251_at-k,System Of A Down,Aerials,System Of A Down,Aerials,Toxicity,236,C,minor,200,,10m,matched,0.9304,,GetSongBPM,ZpzKw,Aerials / Arto,System of a Down,https://getsongbpm.com/song/aerials-arto/ZpzKw,,
2720,pm3sP0n7F-M,https://music.youtube.com/watch?v=pm3sP0n7F-M,Depeche Mode,Personal Jesus,Depeche Mode,Personal Jesus,Violator (Deluxe),296,F#,minor,129,4/4,4m,matched,0.9904,,GetSongBPM,zpDv8,Personal Jesus,Depeche Mode,https://getsongbpm.com/song/personal-jesus/zpDv8,64,2
2721,P6ESEvXiMPw,https://music.youtube.com/watch?v=P6ESEvXiMPw,We Are Number One but it's Darude,Sandstorm,Grandayy,We Are Number One but it's Darude - Sandstorm,,200,,,,,,missing,,manual_reject_broader,,,,,,,
2723,3rS6mZUo3fg,https://music.youtube.com/watch?v=3rS6mZUo3fg,nirvana,rape me,Martin Flaa,nirvana - rape me,,171,G#,major,112,4/4,9d,matched,1.0000,,GetSongBPM,JyQDVD,Rape Me,Nirvana,https://getsongbpm.com/song/rape-me/JyQDVD,42,3
2724,ljUtuoFt-8c,https://music.youtube.com/watch?v=ljUtuoFt-8c,Nirvana,Smells Like Teen Spirit,Nirvana,Smells Like Teen Spirit,Nevermind,302,F,minor,117,4/4,9m,matched,1.0000,,GetSongBPM,rkjj4,Smells Like Teen Spirit,Nirvana,https://getsongbpm.com/song/smells-like-teen-spirit/rkjj4,52,1
2728,mUEsqQpact0,https://music.youtube.com/watch?v=mUEsqQpact0,System Of A Down,Toxicity,System Of A Down,Toxicity,Toxicity,219,C,minor,112,3/4,10m,matched,1.0000,,GetSongBPM,XnrG5,Toxicity,System of a Down,https://getsongbpm.com/song/toxicity/XnrG5,42,1
2732,o1hSSuc42P8,https://music.youtube.com/watch?v=o1hSSuc42P8,Motörhead,God Was Never on Your Side,Motörhead,God Was Never on Your Side,Kiss of Death,262,D#,minor,175,4/4,7m,matched,1.0000,,GetSongBPM,M8NrZ1,God Was Never on Your Side,Motörhead,https://getsongbpm.com/song/god-was-never-on-your-side/M8NrZ1,30,17
